BioProject,Run,EV_type,Source,disease,Disease_stage/treatment,Release_date,URL,EV isolated method,Project_Title,Project_Description
PRJEB34008,ERR3481953,sEV,Blood|Plasma,Hiv-1 coinfection with hepatitis c virus infection,-,2020-04-29,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB34008/,-,Small RNA sequencing of plasma extracellular vesicles from HIV/HCV coinfected patients,"We have analyzed six different extracelular vesicles isolation protocols from plasma of patients coinfected with human immunodeficiency virus and hepatitis C virus (HIV/HCV). In addition, two different RNA isolation kit were used for each protocol, one phenol-based and another pehenol-free kit. Same library kit was used for all samples. Small RNA, including miRNAs, piwiRNA, and sncRNAs were detected."
PRJEB34008,ERR3481952,sEV,Blood|Plasma,Hiv-1 coinfection with hepatitis c virus infection,-,2020-04-29,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB34008/,-,Small RNA sequencing of plasma extracellular vesicles from HIV/HCV coinfected patients,"We have analyzed six different extracelular vesicles isolation protocols from plasma of patients coinfected with human immunodeficiency virus and hepatitis C virus (HIV/HCV). In addition, two different RNA isolation kit were used for each protocol, one phenol-based and another pehenol-free kit. Same library kit was used for all samples. Small RNA, including miRNAs, piwiRNA, and sncRNAs were detected."
PRJEB34008,ERR3481951,sEV,Blood|Plasma,Hiv-1 coinfection with hepatitis c virus infection,-,2020-04-29,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB34008/,-,Small RNA sequencing of plasma extracellular vesicles from HIV/HCV coinfected patients,"We have analyzed six different extracelular vesicles isolation protocols from plasma of patients coinfected with human immunodeficiency virus and hepatitis C virus (HIV/HCV). In addition, two different RNA isolation kit were used for each protocol, one phenol-based and another pehenol-free kit. Same library kit was used for all samples. Small RNA, including miRNAs, piwiRNA, and sncRNAs were detected."
PRJEB34008,ERR3481950,sEV,Blood|Plasma,Hiv-1 coinfection with hepatitis c virus infection,-,2020-04-29,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB34008/,-,Small RNA sequencing of plasma extracellular vesicles from HIV/HCV coinfected patients,"We have analyzed six different extracelular vesicles isolation protocols from plasma of patients coinfected with human immunodeficiency virus and hepatitis C virus (HIV/HCV). In addition, two different RNA isolation kit were used for each protocol, one phenol-based and another pehenol-free kit. Same library kit was used for all samples. Small RNA, including miRNAs, piwiRNA, and sncRNAs were detected."
PRJEB34008,ERR3481949,sEV,Blood|Plasma,Hiv-1 coinfection with hepatitis c virus infection,-,2020-04-29,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB34008/,-,Small RNA sequencing of plasma extracellular vesicles from HIV/HCV coinfected patients,"We have analyzed six different extracelular vesicles isolation protocols from plasma of patients coinfected with human immunodeficiency virus and hepatitis C virus (HIV/HCV). In addition, two different RNA isolation kit were used for each protocol, one phenol-based and another pehenol-free kit. Same library kit was used for all samples. Small RNA, including miRNAs, piwiRNA, and sncRNAs were detected."
PRJEB34008,ERR3481948,sEV,Blood|Plasma,Hiv-1 coinfection with hepatitis c virus infection,-,2020-04-29,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB34008/,-,Small RNA sequencing of plasma extracellular vesicles from HIV/HCV coinfected patients,"We have analyzed six different extracelular vesicles isolation protocols from plasma of patients coinfected with human immunodeficiency virus and hepatitis C virus (HIV/HCV). In addition, two different RNA isolation kit were used for each protocol, one phenol-based and another pehenol-free kit. Same library kit was used for all samples. Small RNA, including miRNAs, piwiRNA, and sncRNAs were detected."
PRJEB34008,ERR3481947,sEV,Blood|Plasma,Hiv-1 coinfection with hepatitis c virus infection,-,2020-04-29,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB34008/,-,Small RNA sequencing of plasma extracellular vesicles from HIV/HCV coinfected patients,"We have analyzed six different extracelular vesicles isolation protocols from plasma of patients coinfected with human immunodeficiency virus and hepatitis C virus (HIV/HCV). In addition, two different RNA isolation kit were used for each protocol, one phenol-based and another pehenol-free kit. Same library kit was used for all samples. Small RNA, including miRNAs, piwiRNA, and sncRNAs were detected."
PRJEB34008,ERR3481946,sEV,Blood|Plasma,Hiv-1 coinfection with hepatitis c virus infection,-,2020-04-29,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB34008/,-,Small RNA sequencing of plasma extracellular vesicles from HIV/HCV coinfected patients,"We have analyzed six different extracelular vesicles isolation protocols from plasma of patients coinfected with human immunodeficiency virus and hepatitis C virus (HIV/HCV). In addition, two different RNA isolation kit were used for each protocol, one phenol-based and another pehenol-free kit. Same library kit was used for all samples. Small RNA, including miRNAs, piwiRNA, and sncRNAs were detected."
PRJEB34008,ERR3481945,sEV,Blood|Plasma,Hiv-1 coinfection with hepatitis c virus infection,-,2020-04-29,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB34008/,-,Small RNA sequencing of plasma extracellular vesicles from HIV/HCV coinfected patients,"We have analyzed six different extracelular vesicles isolation protocols from plasma of patients coinfected with human immunodeficiency virus and hepatitis C virus (HIV/HCV). In addition, two different RNA isolation kit were used for each protocol, one phenol-based and another pehenol-free kit. Same library kit was used for all samples. Small RNA, including miRNAs, piwiRNA, and sncRNAs were detected."
PRJEB34008,ERR3481944,sEV,Blood|Plasma,Hiv-1 coinfection with hepatitis c virus infection,-,2020-04-29,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB34008/,-,Small RNA sequencing of plasma extracellular vesicles from HIV/HCV coinfected patients,"We have analyzed six different extracelular vesicles isolation protocols from plasma of patients coinfected with human immunodeficiency virus and hepatitis C virus (HIV/HCV). In addition, two different RNA isolation kit were used for each protocol, one phenol-based and another pehenol-free kit. Same library kit was used for all samples. Small RNA, including miRNAs, piwiRNA, and sncRNAs were detected."
