BioProject,Run,EV_type,Source,disease,Disease_stage/treatment,Release_date,URL,EV isolated method,Project_Title,Project_Description
PRJNA797421,SRR17622163,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622164,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622165,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622166,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622167,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622168,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622169,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622170,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622171,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622172,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622173,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622174,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622175,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622176,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622177,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
PRJNA797421,SRR17622178,sEV,Kidney perfusion fluid,-,-,2022-02-18,https://pubmed.ncbi.nlm.nih.gov/35281056/,"KP-EV were enriched by sequential centrifugation; 40 mL of human kidney perfusion fluid was spun at 1,200 g for 15 minutes to pellet cells and debris. The supernatant was transferred to ultracentrifuge tubes and was spun at 150,000 g for 2 hours. Pellets were washed once and resuspended in 500 µL of PBS. EV samples were frozen at -80°C until further use. For controls, KPS-1 was processed identically and run in parallel.",Extracellular vesicles from kidney allografts express miR-218-5p and alter Th17/Treg ratios,Role of extracellular vesicle miRNA in kidney allografts and delayed graft function.
